name,price,sale_price,brand,ingredients,category,product_url,serving_size,servings_per_container,serving_size_uom
Weissbier 16.9oz 4pk Cans,9.99,,ERDINGER,,"Home\Products\Wine, Beer & Spirits\Beer\Wheat Beer\Weissbier 16.9oz 4pk Cans",https://www.wholefoodsmarket.com/product/erdinger-weissbier-169oz-4pk-cans-b0c1hplfmf,,,
"Voodoo Ranger Fruit Force IPA, 19.2oz Can, 16 ounce",2.99,,,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Voodoo Ranger Fruit Force IPA, 19.2oz Can, 16 ounce",https://www.wholefoodsmarket.com/product/voodoo-ranger-fruit-force-ipa-192oz-can-16-ounce-b0b4z8wd44,,,
"Belgium, 11.2 fl oz",19.49,,Stella Artois,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Belgium, 11.2 fl oz",https://www.wholefoodsmarket.com/product/stella-artois-belgium-112-fl-oz-b007c62q20,,,
"Brooklyn Pilsner 6pk Cans, 12 oz",10.49,,Brooklyn Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Brooklyn Pilsner 6pk Cans, 12 oz",https://www.wholefoodsmarket.com/product/brooklyn-brewery-brooklyn-pilsner-6pk-cans-12-oz-b0b47gg5t8,,,
"White Belgian, 12 fl oz",3.79,,Blue Moon Brewing Company,"Ingredients: Water, Barley Malt, Wheat, Yeast, Hop Extract, Oats, Orange Peel, Coriander.","Home\Products\Wine, Beer & Spirits\Beer\Wheat Beer\White Belgian, 12 fl oz",https://www.wholefoodsmarket.com/product/blue-moon-brewing-company-white-belgian-12-fl-oz-b07961jy8f,12,2,fl oz
"Retrofitted Ipa 4pk Cans, 1 pint",15.99,,TORCH & CROWN BREWING CO.,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Retrofitted Ipa 4pk Cans, 1 pint",https://www.wholefoodsmarket.com/product/torch-crown-brewing-co-retrofitted-ipa-4pk-cans-1-pint-b08kvfmyqy,,,
Gnommegang 6/4/16 oz can,15.99,,Ommegang,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Gnommegang 6/4/16 oz can",https://www.wholefoodsmarket.com/product/ommegang-gnommegang-6416-oz-can-b0bxm93x23,,,
"Strawberry Lemonade Hard Seltzer, 24 fl oz",3.99,,TRULY Hard Seltzer,"Ingredients: Filtered Water, Alcohol, Natural Flavors, Contains Less Than 2% of Citric Acid, Strawberry Juice from Concentrate Lemon Juice from Concentrate Sodium Citrate Stevia Sweetener, Colored With Pear Juice Concentrate.","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Strawberry Lemonade Hard Seltzer, 24 fl oz",https://www.wholefoodsmarket.com/product/truly-hard-seltzer-strawberry-lemonade-hard-seltzer-24-fl-oz-b087y9mmcp,12,2,fl oz
IPA 12PK 12oz,19.99,,Fiddlehead,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\IPA 12PK 12oz",https://www.wholefoodsmarket.com/product/fiddlehead-ipa-12pk-12oz-b09c2vn86t,,,
"Green Yield Ipa 4pk Cans, 16 oz",19.99,,Drowned Lands,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Green Yield Ipa 4pk Cans, 16 oz",https://www.wholefoodsmarket.com/product/drowned-lands-green-yield-ipa-4pk-cans-16-oz-b09vylfc8f,,,
"Tremens 4 pack, 500 ml can",19.49,,Delirium,,"Home\Products\Wine, Beer & Spirits\Beer\Ale\Tremens 4 pack, 500 ml can",https://www.wholefoodsmarket.com/product/delirium-tremens-4-pack-500-ml-can-b07h5tnlsv,,,
"Grapefruit Radler 4pk Cans, 16.9 fl oz",8.79,,PAULANER,,"Home\Products\Wine, Beer & Spirits\Beer\Other Beer\Grapefruit Radler 4pk Cans, 16.9 fl oz",https://www.wholefoodsmarket.com/product/paulaner-grapefruit-radler-4pk-cans-169-fl-oz-b0814b5czz,,,
Variety Hard Seltzer 12pk Can,18.49,,Bud Light,"Ingredients: Water, Cold Fermented Cane Sugar, Natural Flavors, Cane Sugar, Citric Acid, Sodium Citrate, Malted Rice.","Home\Products\Wine, Beer & Spirits\Variety Hard Seltzer 12pk Can",https://www.wholefoodsmarket.com/product/bud-light-variety-hard-seltzer-12pk-can-b083mlbvy2,,,
"Lagunitas IPA, 6 Pack, 12 fl. oz. Bottles",13.49,,LAGUNITAS BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Lagunitas IPA, 6 Pack, 12 fl. oz. Bottles",https://www.wholefoodsmarket.com/product/lagunitas-brewing-lagunitas-ipa-6-pack-12-fl-oz-bottles-b0016m0tde,12,,fl oz
"Hard Tea, Peach Iced Tea, 19.2 fl oz",3.49,,JIANT HARD KOMBUCHA,"Ingredients: Purified Water, Cane Sugar, Peach Puree, Garpe Juice, Lemon Juice, Black Tea*, Guayusa*, Yeast","Home\Products\Wine, Beer & Spirits\Spirits\Coolers & Cocktails\Hard Tea, Peach Iced Tea, 19.2 fl oz",https://www.wholefoodsmarket.com/product/jiant-hard-kombucha-hard-tea-peach-iced-tea-192-fl-oz-b0bxb9vxxr,12,1.6,fl oz
"Kiwi Strawberry Hard Tea, 19.2 fl oz",3.49,,JIANT HARD KOMBUCHA,"Ingredients: Purified Water, Cane Sugar, Strawberry Puree, Kiwi Puree, Lemon Juice, Keemun Black Tea*, Yerba Mate*, Yeast","Home\Products\Wine, Beer & Spirits\Kiwi Strawberry Hard Tea, 19.2 fl oz",https://www.wholefoodsmarket.com/product/jiant-hard-kombucha-kiwi-strawberry-hard-tea-192-fl-oz-b0bcxsy7tz,12,1.6,fl oz
"Bud Light Longneck, 12 fl oz",1.99,,Budweiser,,"Home\Products\Wine, Beer & Spirits\Beer\Bud Light Longneck, 12 fl oz",https://www.wholefoodsmarket.com/product/budweiser-bud-light-longneck-12-fl-oz-b01aimms9a,12,1,fl oz
"Lagunitas IPNA, 6 Pack, 12 fl. oz. Bottles",11.99,,LAGUNITAS BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Lagunitas IPNA, 6 Pack, 12 fl. oz. Bottles",https://www.wholefoodsmarket.com/product/lagunitas-brewing-lagunitas-ipna-6-pack-12-fl-oz-bottles-b08ljsftw4,12,,fl oz
"Hard Cider Orchard Explorer Variety Pack (12 fl. oz. Can, 12pk.), 144 fl oz",20.99,,Angry Orchard,,"Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Hard Cider Orchard Explorer Variety Pack (12 fl. oz. Can, 12pk.), 144 fl oz",https://www.wholefoodsmarket.com/product/angry-orchard-hard-cider-orchard-explorer-variety-pack-12-fl-oz-can-12pk-144-fl-oz-b07ps3xqww,,12,
Voodoo Ranger Hoppy Variety 12pk Cans,19.99,,,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Voodoo Ranger Hoppy Variety 12pk Cans",https://www.wholefoodsmarket.com/product/voodoo-ranger-hoppy-variety-12pk-cans-b081zqr3k5,,,
"Bone Dry Draft Cider Sgl Can, 16 fl oz",14.99,,Orchard Hill,,"Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Bone Dry Draft Cider Sgl Can, 16 fl oz",https://www.wholefoodsmarket.com/product/orchard-hill-bone-dry-draft-cider-sgl-can-16-fl-oz-b0b2ydq9yv,,,
"Citra Dreams Hazy Ipa 4pk Cans, 1 pint",11.99,,CAPTAIN LAWRENCE,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Citra Dreams Hazy Ipa 4pk Cans, 1 pint",https://www.wholefoodsmarket.com/product/captain-lawrence-citra-dreams-hazy-ipa-4pk-cans-1-pint-b08226wrvq,,,
"Verde Hard Cider Sgl Can, 16 fl oz",14.99,,Orchard Hill,,"Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Verde Hard Cider Sgl Can, 16 fl oz",https://www.wholefoodsmarket.com/product/orchard-hill-verde-hard-cider-sgl-can-16-fl-oz-b0b2xrqcw1,,,
Zombie Dust Pale Ale 19.2fz Can,4.29,,Three Floyds Brewing Co,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Zombie Dust Pale Ale 19.2fz Can",https://www.wholefoodsmarket.com/product/three-floyds-brewing-co-zombie-dust-pale-ale-192fz-can-b09rnmvg2v,,,
"Non-alcoholic Rose, 25.4 fl oz",14.99,,GIESEN,"Ingredients: Dealcohouzed New Zealand Wine (94%, Grape Juice (6%), Sulfur Dioxide (Preservative).","Home\Products\Wine, Beer & Spirits\Wine\Rosé\Non-alcoholic Rose, 25.4 fl oz",https://www.wholefoodsmarket.com/product/giesen-nonalcoholic-rose-254-fl-oz-b09sjkjjcz,12,2,fluid ounce
"Non-Alcoholic Irish Stout 4pk Cans, 14.9 fl oz",9.99,,Burts Potato Chips,,"Home\Products\Wine, Beer & Spirits\Beer\Non-Alcoholic Irish Stout 4pk Cans, 14.9 fl oz",https://www.wholefoodsmarket.com/product/burts-potato-chips-nonalcoholic-irish-stout-4pk-cans-149-fl-oz-b0bt8yfzyv,12,,fl oz
"Corona Extra, 12 fl oz",10.49,,Corona Extra,,"Home\Products\Wine, Beer & Spirits\Beer\Corona Extra, 12 fl oz",https://www.wholefoodsmarket.com/product/corona-extra-corona-extra-12-fl-oz-b06xd4nc2y,,,
"Lagunitas Maximus Ale, Single 12 fl. oz. Bottle",2.99,,LAGUNITAS BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Lagunitas Maximus Ale, Single 12 fl. oz. Bottle",https://www.wholefoodsmarket.com/product/lagunitas-brewing-lagunitas-maximus-ale-single-12-fl-oz-bottle-b0061vtcp6,,,
Ao Crisp Apl 12pk Can - 1,20.99,,Angry Orchard,,"Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Ao Crisp Apl 12pk Can - 1",https://www.wholefoodsmarket.com/product/angry-orchard-ao-crisp-apl-12pk-can-1-b00cf9t5ri,,,
"Wild Berries Cider, 11.2 fl oz bottles",14.99,,BRLO,,"Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Wild Berries Cider, 11.2 fl oz bottles",https://www.wholefoodsmarket.com/product/brlo-wild-berries-cider-112-fl-oz-bottles-b0c1hxc139,,,
"Lagunitas IPA, 6 Pack, 12 fl. oz. Cans",13.49,,LAGUNITAS BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Lagunitas IPA, 6 Pack, 12 fl. oz. Cans",https://www.wholefoodsmarket.com/product/lagunitas-brewing-lagunitas-ipa-6-pack-12-fl-oz-cans-b09tgcjfkh,,,
"Hazy Little Thing, 19.2 fl oz",3.29,,Sierra Nevada,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Hazy Little Thing, 19.2 fl oz",https://www.wholefoodsmarket.com/product/sierra-nevada-hazy-little-thing-192-fl-oz-b07pt5z74r,,,
"Ginger Beer Shandy 4pk Cans, 12 oz",12.99,,HALYARD BREWING CO,"Ingredients: Water, Cane Sugar, Molasses, Fresh Organic Ginger, Lemons.","Home\Products\Wine, Beer & Spirits\Beer\Ginger Beer Shandy 4pk Cans, 12 oz",https://www.wholefoodsmarket.com/product/halyard-brewing-co-ginger-beer-shandy-4pk-cans-12-oz-b07pt6mb21,1,1,can
"Lager Can, 710 ml",1.99,,Coors Brewing Company,,"Home\Products\Wine, Beer & Spirits\Beer\Lager Can, 710 ml",https://www.wholefoodsmarket.com/product/coors-brewing-company-lager-can-710-ml-b005etupny,,,
"Lagunitas IPNA, Single 12 fl. oz. Bottle",1.99,,LAGUNITAS BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Lagunitas IPNA, Single 12 fl. oz. Bottle",https://www.wholefoodsmarket.com/product/lagunitas-brewing-lagunitas-ipna-single-12-fl-oz-bottle-b08zpvqsyn,12,,fl oz
"Pacifico Clara Single, 12 fl oz bottles",1.99,,Pacifico Beer,,"Home\Products\Wine, Beer & Spirits\Beer\Pacifico Clara Single, 12 fl oz bottles",https://www.wholefoodsmarket.com/product/pacifico-beer-pacifico-clara-single-12-fl-oz-bottles-b07pmfkwwd,,,
"Czech Pilsner, 330 ml",1.99,,Pilsner Urquell,,"Home\Products\Wine, Beer & Spirits\Beer\Czech Pilsner, 330 ml",https://www.wholefoodsmarket.com/product/pilsner-urquell-czech-pilsner-330-ml-b004umq63o,11.2,1,fl oz
"Voodoo Ranger Juice Force Imperial IPA Can, 1 pint",2.99,,New Belgium Brewing,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Voodoo Ranger Juice Force Imperial IPA Can, 1 pint",https://www.wholefoodsmarket.com/product/new-belgium-brewing-voodoo-ranger-juice-force-imperial-ipa-can-1-pint-b09m7l457x,,,
Strawberry Guava Margarita 19.2oz,3.49,,FLYING EMBERS,"Ingredients: Sparkling Water, Alcohol (from Fermented Organic Cane Sugar, Organic Agave Nectar, Organic Lime Juice), Organic Strawberry Juice, Organic Guava Puree, Natural Flavors, Sea Salt, Organic Monk Fruit Extract.","Home\Products\Wine, Beer & Spirits\Spirits\Coolers & Cocktails\Strawberry Guava Margarita 19.2oz",https://www.wholefoodsmarket.com/product/flying-embers-strawberry-guava-margarita-192oz-b0byq1tjyt,,,
Peach Party single serve 19.2oz,2.99,,Blake's Hard Cider,,"Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Peach Party single serve 19.2oz",https://www.wholefoodsmarket.com/product/blakes-hard-cider-peach-party-single-serve-192oz-b0c29hnqv4,,,
"Lagunitas Maximus Ale, Single 19.2 fl. oz. Can",2.99,,LAGUNITAS BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Lagunitas Maximus Ale, Single 19.2 fl. oz. Can",https://www.wholefoodsmarket.com/product/lagunitas-brewing-lagunitas-maximus-ale-single-192-fl-oz-can-b08pflzr25,,,
"Lagunitas IPA, Single 19.2 fl. oz. Can",2.99,,LAGUNITAS BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Lagunitas IPA, Single 19.2 fl. oz. Can",https://www.wholefoodsmarket.com/product/lagunitas-brewing-lagunitas-ipa-single-192-fl-oz-can-b07lfgclp6,,,
"Lagunitas a Little Sumpin' Sumpin' Ale, Single 19.2 fl. oz. Can",2.99,,LAGUNITAS BREWING,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Lagunitas a Little Sumpin' Sumpin' Ale, Single 19.2 fl. oz. Can",https://www.wholefoodsmarket.com/product/lagunitas-brewing-lagunitas-a-little-sumpin-sumpin-ale-single-192-fl-oz-can-b088lb2jfz,,,
"Pilsner Beer, 12 fl oz",2.99,,MILLER LITE,,"Home\Products\Wine, Beer & Spirits\Beer\Pilsner Beer, 12 fl oz",https://www.wholefoodsmarket.com/product/miller-lite-pilsner-beer-12-fl-oz-b00390f1km,,,
Seasonal Hard Kombucha 16fz Can,3.99,,JIANT HARD KOMBUCHA,"Ingredients: Filtered Water, Honey*, Cane Sugar*, Strawberry Puree*, Blueberry Juice*, Green Tea*, Tarragon*, Yeast, Jun Culture","Home\Products\Wine, Beer & Spirits\Beer\Hard Kombucha\Seasonal Hard Kombucha 16fz Can",https://www.wholefoodsmarket.com/product/jiant-hard-kombucha-seasonal-hard-kombucha-16fz-can-b08s8t61tf,8,2,fl oz
"Mango Double Punch Seltzer, 19.2 fl oz",3.99,,TWO ROBBERS HARD SELTZER,"Ingredients: Sparkling Water, Alcohol from Cane Sugar, Mango Puree, Natural Mango Flavor, Monk Fruit Juice.","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Mango Double Punch Seltzer, 19.2 fl oz",https://www.wholefoodsmarket.com/product/two-robbers-hard-seltzer-mango-double-punch-seltzer-192-fl-oz-b0bylnj1v1,1,,can
"Black Cherry Double Punch Seltzer, 19.2 fl oz",3.99,,TWO ROBBERS HARD SELTZER,"Ingredients: Sparkling Water, Alcohol from Cane Sugar, Raspberry Puree, Cane Sugar, Natural Black Cherry Flavor, Natural Lemon Flavor, Natural Cherry Flavor, Monk Fruit Juice.","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Black Cherry Double Punch Seltzer, 19.2 fl oz",https://www.wholefoodsmarket.com/product/two-robbers-hard-seltzer-black-cherry-double-punch-seltzer-192-fl-oz-b0bylhqwvq,1,,can
"Rose Cider Sgl, 11.2 fl oz",3.99,,BRLO,"Ingredients: Apple Wine, Rhubarb Concentrate, Carbonated Water","Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Rose Cider Sgl, 11.2 fl oz",https://www.wholefoodsmarket.com/product/brlo-rose-cider-sgl-112-fl-oz-b0bvyhppl2,11.2,1,fl oz
"Classic Apple Cider Sgl, 11.2 fl oz",3.99,,BRLO,"Ingredients: Apple Wine, Apple Concentrate, Carbonated Water","Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Classic Apple Cider Sgl, 11.2 fl oz",https://www.wholefoodsmarket.com/product/brlo-classic-apple-cider-sgl-112-fl-oz-b0bvyk52tk,11.2,1,f
"Hicamaya, 16 fl oz",3.99,,JIANT,"Organic Jun Kombucha (Purified Water, Organic Honey, Organic Green Tea, Jun Culture)","Home\Products\Wine, Beer & Spirits\Beer\Hard Kombucha\Hicamaya, 16 fl oz",https://www.wholefoodsmarket.com/product/jiant-hicamaya-16-fl-oz-b07yvxg7dy,8,2,fl oz
Orange Passion Mimosa 16oz,4.29,,FLYING EMBERS,"Ingredients: Kombucha (Water, Sugar†, Black Tea†, Yeast, Bacteria^), Ginger†, Turmeric†, Orange Flavor†, Passionfruit Flavor†, Guava Flavor†, Acerola Juice†, Monk Fruit Juice†, Fruit and Vegetable Juice†.","Home\Products\Wine, Beer & Spirits\Beer\Hard Kombucha\Orange Passion Mimosa 16oz",https://www.wholefoodsmarket.com/product/flying-embers-orange-passion-mimosa-16oz-b0bypvr64s,12,1.3,oz
Modelo Especial 24oz Can,4.49,,Grupo Modelo,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Modelo Especial 24oz Can",https://www.wholefoodsmarket.com/product/grupo-modelo-modelo-especial-24oz-can-b06xgrx19w,,,
"Ginger Beer 4pk, 36 fluid ounce",7.99,,Betty Buzz,"Ingredients: Carbonated Water, Cane Sugar, Ginger Juice, Citric Acid","Home\Products\Wine, Beer & Spirits\Ginger Beer 4pk, 36 fluid ounce",https://www.wholefoodsmarket.com/product/betty-buzz-ginger-beer-4pk-36-fluid-ounce-b09r2tjjb5,9,4,fluid ounce
Little Whaleboat Ipa 16.9fz,8.49,,MAINE BEER COMPANY,,"Home\Products\Wine, Beer & Spirits\Beer\Pale Ale & IPA\Little Whaleboat Ipa 16.9fz",https://www.wholefoodsmarket.com/product/maine-beer-company-little-whaleboat-ipa-169fz-b09sjqsbhq,,,
"Beer, 12 fl oz bottles",8.99,,Budweiser,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Beer, 12 fl oz bottles",https://www.wholefoodsmarket.com/product/budweiser-beer-12-fl-oz-bottles-b01c0rzfrs,,,
"Bud 6pk Can - 6, 12 ounce",8.99,,Budweiser,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Bud 6pk Can - 6, 12 ounce",https://www.wholefoodsmarket.com/product/budweiser-bud-6pk-can-6-12-ounce-b00u56owhq,,,
"Oktoberfest 16.9oz 4pk Cans, 500 ml",9.99,,ERDINGER,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Oktoberfest 16.9oz 4pk Cans, 500 ml",https://www.wholefoodsmarket.com/product/erdinger-oktoberfest-169oz-4pk-cans-500-ml-b0ccw7621h,,,
Cucumber Lime Hard Seltzer 25.4fz Sgl,9.99,,Pompette,,"Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Cucumber Lime Hard Seltzer 25.4fz Sgl",https://www.wholefoodsmarket.com/product/pompette-cucumber-lime-hard-seltzer-254fz-sgl-b08mh8v5qn,,4,
"Cold Snacks 6pk can, 16 fl oz one pint",9.99,,MONTUCKY,,"Home\Products\Wine, Beer & Spirits\Beer\Cold Snacks 6pk can, 16 fl oz one pint",https://www.wholefoodsmarket.com/product/montucky-cold-snacks-6pk-can-16-fl-oz-one-pint-b01mcv3wzb,,,
Draught in Can 4PK 14.9oz,9.99,,Guinness,,"Home\Products\Wine, Beer & Spirits\Beer\Draught in Can 4PK 14.9oz",https://www.wholefoodsmarket.com/product/guinness-draught-in-can-4pk-149oz-b0017jj4be,14.9,1,fl oz
"Gold Cider 4pk Cans, 11.2 oz",11.49,,AVAL CIDER,Ingredients: Cider.,"Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Gold Cider 4pk Cans, 11.2 oz",https://www.wholefoodsmarket.com/product/aval-cider-gold-cider-4pk-cans-112-oz-b08rxmy7bv,11.2,1,oz
"Original Lager Beer, 6 Pack, 12 fl oz Bottles",10.49,,Heineken,,"Home\Products\Wine, Beer & Spirits\Beer\Original Lager Beer, 6 Pack, 12 fl oz Bottles",https://www.wholefoodsmarket.com/product/heineken-original-lager-beer-6-pack-12-fl-oz-bottles-b0017jj4dm,12,6,fl oz
"Upside Dawn Non Alcoholic Golden, 12 fl oz cans",11.99,,ATHLETIC BREWING CO,"Ingredients: Water, Organic Vienna Malt, Malted Barley, Oats, Hops, Wheat, Yeast","Home\Products\Wine, Beer & Spirits\Upside Dawn Non Alcoholic Golden, 12 fl oz cans",https://www.wholefoodsmarket.com/product/athletic-brewing-co-upside-dawn-non-alcoholic-golden-12-fl-oz-cans-b07dhy6l38,12,1,fl oz
"Non-Alcoholic Really Really Hoppy 6pk Cans, 12 fl oz",11.99,,HOPLARK,"Ingredients: Carbonated Water, Simcde Hops, Decaffeinated Black Tea, Citra Hops, Citric Acid","Home\Products\Wine, Beer & Spirits\Non-Alcoholic Really Really Hoppy 6pk Cans, 12 fl oz",https://www.wholefoodsmarket.com/product/hoplark-nonalcoholic-really-really-hoppy-6pk-cans-12-fl-oz-b0bksf47w6,1,6,can
"Seasonal Pumpkin Cider 6pk, 12 fl oz",11.99,,Ace Cider Company,"Ingredients: Fermented Apple Juice, Natural Flavors and Spices, Malic Acid, Sulfite (Preservative).","Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Seasonal Pumpkin Cider 6pk, 12 fl oz",https://www.wholefoodsmarket.com/product/ace-cider-company-seasonal-pumpkin-cider-6pk-12-fl-oz-b00a7g1leg,12,1,fl oz
"Yuzu Ginger Cider 4pk Cans, 12 fl oz",11.99,10.99,SHACKSBURY,"Ingredients: Organic Hard Apple Cider Vinegar, Organic Ginger Juice, Organic Natural Flavor, Carbonated.","Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Yuzu Ginger Cider 4pk Cans, 12 fl oz",https://www.wholefoodsmarket.com/product/shacksbury-yuzu-ginger-cider-4pk-cans-12-fl-oz-b0b2s2kq8j,1,,can
"Triple Jam 6pk, 12 fl oz cans",11.99,10.99,Blake's Hard Cider,"Ingredients: 100% Apple Cider, Sugar, Blackberry Concentrate, Raspberry Concentrate, Malic Acid, Other Natural Flavors","Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Triple Jam 6pk, 12 fl oz cans",https://www.wholefoodsmarket.com/product/blakes-hard-cider-triple-jam-6pk-12-fl-oz-cans-b07sq951yz,12,1,fl oz
"Helles Lager 4pk Cans, 16.9 fl oz",11.49,,WEIHENSTEPHANER,,"Home\Products\Wine, Beer & Spirits\Beer\Lager & Pilsner\Helles Lager 4pk Cans, 16.9 fl oz",https://www.wholefoodsmarket.com/product/weihenstephaner-helles-lager-4pk-cans-169-fl-oz-b08tc3d58v,,,
"Rosé Cider 4pk Cans, 11.2 fl oz",11.49,,AVAL CIDER,Ingredients: Cider.,"Home\Products\Wine, Beer & Spirits\Beer\Hard Cider\Rosé Cider 4pk Cans, 11.2 fl oz",https://www.wholefoodsmarket.com/product/aval-cider-rose-cider-4pk-cans-112-fl-oz-b08rxm5snd,11.2,1,oz
Stone Delicious IPA 6pk 12oz Can,12.49,11.49,Stone Brewing,,"Home\Products\Wine, Beer & Spirits\Beer\Stone Delicious IPA 6pk 12oz Can",https://www.wholefoodsmarket.com/product/stone-brewing-stone-delicious-ipa-6pk-12oz-can-b07tgcsh7f,,,
"Reizendbier 4pk Cans, 16 fl oz",14.99,,Alementary Brewing Co.,,"Home\Products\Wine, Beer & Spirits\Beer\Reizendbier 4pk Cans, 16 fl oz",https://www.wholefoodsmarket.com/product/alementary-brewing-co-reizendbier-4pk-cans-16-fl-oz-b07fy7xc1j,,,
"Belgian White Blue Moon, 12 fl oz bottles",22.99,,Blue Moon Brewing Company,"Ingredients: Water, Barley Malt, Wheat, Yeast, Hop Extract, Oats, Orange Peel, Coriander.","Home\Products\Wine, Beer & Spirits\Beer\Wheat Beer\Belgian White Blue Moon, 12 fl oz bottles",https://www.wholefoodsmarket.com/product/blue-moon-brewing-company-belgian-white-blue-moon-12-fl-oz-bottles-b001d1jtne,12,1,fl oz
Oskar Blues Ten Fidy Barrel-Aged Imperial Stout 4 Pack 12 oz can,21.99,,Oskar Blues Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\Stout\Oskar Blues Ten Fidy Barrel-Aged Imperial Stout 4 Pack 12 oz can",https://www.wholefoodsmarket.com/product/oskar-blues-brewery-oskar-blues-ten-fidy-barrelaged-imperial-stout-4-pack-12-oz-can-b07yd6qz53,,,
Hard Tea Variety 12-Pack,22.99,,JIANT,"Peach Iced Tea Ingredients: Purified Water, Cane Sugar, Peach Puree, Grape Juice, Lemon Juice, Black Tea*, Guayusa*, Yeast Kiwi Strawberry Ingredients: Purified Water, Cane Sugar, Strawberry Puree, Kiwi Puree, Lemon Juice, Keemun Black Tea*, Yerba Mate*, Yeast Mixed Berry Ingredients: Purified Water, Cane Sugar, Blackberry Puree, Raspberry Puree, Lemon Juice, Black Tea*, Spearmint*, Yeast Half & Half Ingredients: Purified Water, Cane Sugar, Lemon Juice, Black Tea*, Yeast","Home\Products\Wine, Beer & Spirits\Hard Tea Variety 12-Pack",https://www.wholefoodsmarket.com/product/jiant-hard-tea-variety-12pack-b0byq4qm2k,12,1,fl oz
Spiked Hard Seltzer Paradise Variety 12pk Cans,21.99,,Spindrift,"Ingredients Lemon: Carbonated Water, Alcohol from Fermented Cane Sugar, Lemon Juice, Citric Acid.","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Spiked Hard Seltzer Paradise Variety 12pk Cans",https://www.wholefoodsmarket.com/product/spindrift-spiked-hard-seltzer-paradise-variety-12pk-cans-b0b5m3qplt,,,
Spiked Hard Seltzer Staycation Variety 12pk Cans,21.99,,Spindrift,"Ingredients Pineapple: Carbonated Water, Alcohol from Fermented Cane Sugar, Pineapple Juice, Citric Acid.","Home\Products\Wine, Beer & Spirits\Beer\Hard Seltzer\Spiked Hard Seltzer Staycation Variety 12pk Cans",https://www.wholefoodsmarket.com/product/spindrift-spiked-hard-seltzer-staycation-variety-12pk-cans-b094bf5jd2,,,
Bell's Mix Variety 12pk Can,21.49,,Bell's Brewery,,"Home\Products\Wine, Beer & Spirits\Beer\Bell's Mix Variety 12pk Can",https://www.wholefoodsmarket.com/product/bells-brewery-bells-mix-variety-12pk-can-b0blq6ptys,,,
"Run Wild Non - Alcoholic IPA, 12 pack of",19.99,,ATHLETIC BREWING CO,"Ingredients: Water, Organic Malt, Hops, Yeast","Home\Products\Wine, Beer & Spirits\Run Wild Non - Alcoholic IPA, 12 pack of",https://www.wholefoodsmarket.com/product/athletic-brewing-co-run-wild-non-alcoholic-ipa-12-pack-of-b0821sxvph,12,,fl oz
